product_name,product_link_name,link,major_category_name,major_category_link
RV_PARTS,RV EXTERIOR,https://www.canadiantire.ca/en/automotive/rv-parts-accessories/rv-exterior-accessories.html?,RV PARTS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/rv-parts-accessories.html
RV_PARTS,RV LEVELS & STABILIZATION,https://www.canadiantire.ca/en/automotive/rv-parts-accessories/rv-levels-stabilization.html?,RV PARTS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/rv-parts-accessories.html
RV_PARTS,RV COVERS,https://www.canadiantire.ca/en/automotive/rv-parts-accessories/rv-covers.html?,RV PARTS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/rv-parts-accessories.html
TRUCKS_ACC,TRAILERS & TOWING ACCESSORIES,https://www.canadiantire.ca/en/automotive/trailers-towing-accessories.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html
TRUCKS_ACC,LIGHT TRUCK & SUV TIRES,https://www.canadiantire.ca/en/automotive/tires-wheels/tires/light-truck-suv-tires.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html
TRUCKS_ACC,CARGO MANAGEMENT,https://www.canadiantire.ca/en/automotive/truck-accessories/cargo-management.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html
TRUCKS_ACC,FLOOR MATS AND LINERS,https://www.canadiantire.ca/en/automotive/interior-car-accessories/car-mats.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html
TRUCKS_ACC,"EXTERIOR TRUCK PROTECTORS, COVERS & LINERS",https://www.canadiantire.ca/en/automotive/truck-accessories/exterior-truck-protectors-covers.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html
TRUCKS_ACC,PERFORMANCE TRUCK PARTS,https://www.canadiantire.ca/en/automotive/truck-accessories/performance-truck-parts.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html
TRUCKS_ACC,SUSPENSION,https://www.canadiantire.ca/en/automotive/truck-accessories/suspension.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html
TRUCKS_ACC,TRUCK WHEELS,https://www.canadiantire.ca/en/automotive/tires-wheels/wheels/truck-wheels.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html
TRUCKS_ACC,TONNEAU COVERS,https://www.canadiantire.ca/en/automotive/truck-accessories/tonneau-covers.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html
TRUCKS_ACC,SPLASH & MUD FLAPS,https://www.canadiantire.ca/en/automotive/tires-wheels/tire-wheel-accessories/splash-mud-guards.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html
TRUCKS_ACC,SEAT COVERS,https://www.canadiantire.ca/en/automotive/truck-accessories/seat-covers.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html
TRUCKS_ACC,TRUCK LIGHTING,https://www.canadiantire.ca/en/automotive/truck-accessories/truck-fog-driving-lights.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html
TRUCKS_ACC,RUNNING BOARDS & STEPS,https://www.canadiantire.ca/en/automotive/truck-accessories/runningboards-steps.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html
TRUCKS_ACC,JEEP ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories/jeep-accessories.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html
TRUCKS_ACC,SNOW PLOWS & ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories/snow-plows-accessories.html?,TRUCKS ACCESSORIES,https://www.canadiantire.ca/en/automotive/truck-accessories.html
